Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
89.15865,S,89.15865,0.1083417,0,1.33,0,0,40.38145,0.3023286,0,0,0,0,0.233404535209282,0.233404535209282,0,-111.4485,-111.4485,-22.78251,0,-0.07063381,25905.96,7624.951
89.25864,S,89.25864,0.1083141,0,1.33,0,0,40.38145,0.302328,0,0,0,0,0.233311197570991,0.233311197570991,0,-111.4252,-111.4252,-22.78251,0,-0.07063381,25894.82,7622.673
89.35864,S,89.35864,0.1082866,0,1.33,0,0,40.38145,0.3023272,0,0,0,0,0.233202087829099,0.233202087829099,0,-111.4019,-111.4019,-22.78251,0,-0.07063381,25883.68,7620.395
89.45864,S,89.45864,0.108259,0,1.33,0,0,40.38145,0.3023265,0,0,0,0,0.233091908579517,0.233091908579517,0,-111.3786,-111.3786,-22.78251,0,-0.07063381,25872.54,7618.116
89.55864,S,89.55864,0.1082314,0,1.33,0,0,40.38145,0.3023257,0,0,0,0,0.232973312279135,0.232973312279135,0,-111.3553,-111.3553,-22.78251,0,-0.07063381,25861.41,7615.838
89.65864,S,89.65864,0.1082038,0,1.33,0,0,40.38145,0.3023248,0,0,0,0,0.232842633065154,0.232842633065154,0,-111.332,-111.332,-22.78251,0,-0.07063381,25850.27,7613.56
89.75864,S,89.75864,0.1081763,0,1.33,0,0,40.38145,0.3023239,0,0,0,0,0.232722033045313,0.232722033045313,0,-111.3087,-111.3087,-22.78251,0,-0.07063381,25839.14,7611.281
89.85863,S,89.85863,0.1081487,0,1.33,0,0,40.38145,0.3023229,0,0,0,0,0.232581870009902,0.232581870009902,0,-111.2854,-111.2854,-22.78251,0,-0.07063381,25828.01,7609.003
89.95863,S,89.95863,0.1081212,0,1.33,0,0,40.38145,0.3023224,0,0,0,0,0.232436965751816,0.232436965751816,0,-111.2622,-111.2622,-22.78251,0,-0.07063381,25816.89,7606.725
90.05863,S,90.05863,0.1080938,0,1.33,0,0,40.38145,0.3023217,0,0,0,0,0.232334432478936,0.232334432478936,0,-111.239,-111.239,-22.78251,0,-0.07063381,25805.76,7604.446
90.15863,S,90.15863,0.1080663,0,1.33,0,0,40.38145,0.3023211,0,0,0,0,0.23223817415267,0.23223817415267,0,-111.2158,-111.2158,-22.78251,0,-0.07063381,25794.64,7602.168
90.25863,S,90.25863,0.1080389,0,1.33,0,0,40.38145,0.3023204,0,0,0,0,0.23212987493006,0.23212987493006,0,-111.1926,-111.1926,-22.78251,0,-0.07063381,25783.52,7599.89
90.35863,S,90.35863,0.1080114,0,1.33,0,0,40.38145,0.3023196,0,0,0,0,0.232013201569181,0.232013201569181,0,-111.1694,-111.1694,-22.78251,0,-0.07063381,25772.41,7597.611
90.45863,S,90.45863,0.107984,0,1.33,0,0,40.38145,0.3023187,0,0,0,0,0.231884500421302,0.231884500421302,0,-111.1462,-111.1462,-22.78251,0,-0.07063381,25761.29,7595.333
90.55862,S,90.55862,0.1079565,0,1.33,0,0,40.38145,0.3023178,0,0,0,0,0.231758402057956,0.231758402057956,0,-111.123,-111.123,-22.78251,0,-0.07063381,25750.18,7593.055
90.65862,S,90.65862,0.1079291,0,1.33,0,0,40.38145,0.3023168,0,0,0,0,0.23161662575972,0.23161662575972,0,-111.0998,-111.0998,-22.78251,0,-0.07063381,25739.07,7590.776
90.75862,S,90.75862,0.1079018,0,1.33,0,0,40.38145,0.3023162,0,0,0,0,0.231473794468691,0.231473794468691,0,-111.0767,-111.0767,-22.78251,0,-0.07063381,25727.96,7588.498
90.85862,S,90.85862,0.1078744,0,1.33,0,0,40.38145,0.3023157,0,0,0,0,0.23138445033976,0.23138445033976,0,-111.0536,-111.0536,-22.78251,0,-0.07063381,25716.86,7586.22
90.95862,S,90.95862,0.1078471,0,1.33,0,0,40.38145,0.3023151,0,0,0,0,0.231279468789261,0.231279468789261,0,-111.0305,-111.0305,-22.78251,0,-0.07063381,25705.75,7583.941
91.05862,S,91.05862,0.1078198,0,1.33,0,0,40.38145,0.3023144,0,0,0,0,0.231180750496385,0.231180750496385,0,-111.0074,-111.0074,-22.78251,0,-0.07063381,25694.65,7581.663
91.15862,S,91.15862,0.1077924,0,1.33,0,0,40.38145,0.3023136,0,0,0,0,0.231070216425763,0.231070216425763,0,-110.9843,-110.9843,-22.78251,0,-0.07063381,25683.55,7579.385
91.25861,S,91.25861,0.1077651,0,1.33,0,0,40.38145,0.3023128,0,0,0,0,0.230954829686702,0.230954829686702,0,-110.9612,-110.9612,-22.78251,0,-0.07063381,25672.46,7577.106
91.35861,S,91.35861,0.1077378,0,1.33,0,0,40.38145,0.3023119,0,0,0,0,0.23082018202782,0.23082018202782,0,-110.9381,-110.9381,-22.78251,0,-0.07063381,25661.37,7574.828
91.45861,S,91.45861,0.1077105,0,1.33,0,0,40.38145,0.3023109,0,0,0,0,0.230680858363684,0.230680858363684,0,-110.915,-110.915,-22.78251,0,-0.07063381,25650.27,7572.55
91.55861,S,91.55861,0.1076832,0,1.33,0,0,40.38145,0.30231,0,0,0,0,0.230551419338752,0.230551419338752,0,-110.8919,-110.8919,-22.78251,0,-0.07063381,25639.18,7570.271
91.65861,S,91.65861,0.107656,0,1.33,0,0,40.38145,0.3023094,0,0,0,0,0.23040273436942,0.23040273436942,0,-110.8689,-110.8689,-22.78251,0,-0.07063381,25628.1,7567.993
91.75861,S,91.75861,0.1076288,0,1.33,0,0,40.38145,0.3023087,0,0,0,0,0.230300401901935,0.230300401901935,0,-110.8459,-110.8459,-22.78251,0,-0.07063381,25617.01,7565.715
91.8586,S,91.8586,0.1076016,0,1.33,0,0,40.38145,0.3023081,0,0,0,0,0.23020432676465,0.23020432676465,0,-110.8229,-110.8229,-22.78251,0,-0.07063381,25605.93,7563.437
91.9586,S,91.9586,0.1075744,0,1.33,0,0,40.38145,0.3023073,0,0,0,0,0.23008905358715,0.23008905358715,0,-110.7999,-110.7999,-22.78251,0,-0.07063381,25594.85,7561.158
92.0586,S,92.0586,0.1075472,0,1.33,0,0,40.38145,0.3023066,0,0,0,0,0.229972763786776,0.229972763786776,0,-110.7769,-110.7769,-22.78251,0,-0.07063381,25583.77,7558.88
92.1586,S,92.1586,0.10752,0,1.33,0,0,40.38145,0.3023057,0,0,0,0,0.229855635086807,0.229855635086807,0,-110.7539,-110.7539,-22.78251,0,-0.07063381,25572.7,7556.602
92.2586,S,92.2586,0.1074928,0,1.33,0,0,40.38145,0.3023047,0,0,0,0,0.22971914742768,0.22971914742768,0,-110.7309,-110.7309,-22.78251,0,-0.07063381,25561.62,7554.323
92.3586,S,92.3586,0.1074657,0,1.33,0,0,40.38145,0.3023039,0,0,0,0,0.229592526487608,0.229592526487608,0,-110.7079,-110.7079,-22.78251,0,-0.07063381,25550.55,7552.045
92.4586,S,92.4586,0.1074386,0,1.33,0,0,40.38145,0.3023033,0,0,0,0,0.229446738318941,0.229446738318941,0,-110.685,-110.685,-22.78251,0,-0.07063381,25539.49,7549.767
92.55859,S,92.55859,0.1074115,0,1.33,0,0,40.38145,0.3023027,0,0,0,0,0.229343827439536,0.229343827439536,0,-110.6621,-110.6621,-22.78251,0,-0.07063381,25528.42,7547.488
92.65859,S,92.65859,0.1073844,0,1.33,0,0,40.38145,0.3023021,0,0,0,0,0.22925079492331,0.22925079492331,0,-110.6392,-110.6392,-22.78251,0,-0.07063381,25517.36,7545.21
92.75859,S,92.75859,0.1073574,0,1.33,0,0,40.38145,0.3023013,0,0,0,0,0.229138642904196,0.229138642904196,0,-110.6163,-110.6163,-22.78251,0,-0.07063381,25506.29,7542.932
92.85859,S,92.85859,0.1073303,0,1.33,0,0,40.38145,0.3023007,0,0,0,0,0.229036355089818,0.229036355089818,0,-110.5934,-110.5934,-22.78251,0,-0.07063381,25495.23,7540.653
92.95859,S,92.95859,0.1073032,0,1.33,0,0,40.38145,0.3022999,0,0,0,0,0.228914957612332,0.228914957612332,0,-110.5705,-110.5705,-22.78251,0,-0.07063381,25484.18,7538.375
93.05859,S,93.05859,0.1072762,0,1.33,0,0,40.38145,0.3022989,0,0,0,0,0.228785517782839,0.228785517782839,0,-110.5476,-110.5476,-22.78251,0,-0.07063381,25473.12,7536.097
93.15858,S,93.15858,0.1072491,0,1.33,0,0,40.38145,0.302298,0,0,0,0,0.228658495886563,0.228658495886563,0,-110.5247,-110.5247,-22.78251,0,-0.07063381,25462.07,7533.818
93.25858,S,93.25858,0.1072221,0,1.33,0,0,40.38145,0.302297,0,0,0,0,0.228516002933624,0.228516002933624,0,-110.5018,-110.5018,-22.78251,0,-0.07063381,25451.02,7531.54
93.35858,S,93.35858,0.1071951,0,1.33,0,0,40.38145,0.3022964,0,0,0,0,0.228368891404578,0.228368891404578,0,-110.479,-110.479,-22.78251,0,-0.07063381,25439.97,7529.262
93.45858,S,93.45858,0.1071682,0,1.33,0,0,40.38145,0.3022958,0,0,0,0,0.228275669907703,0.228275669907703,0,-110.4562,-110.4562,-22.78251,0,-0.07063381,25428.93,7526.983
93.55858,S,93.55858,0.1071412,0,1.33,0,0,40.38145,0.3022951,0,0,0,0,0.228167020438917,0.228167020438917,0,-110.4334,-110.4334,-22.78251,0,-0.07063381,25417.88,7524.705
93.65858,S,93.65858,0.1071143,0,1.33,0,0,40.38145,0.3022945,0,0,0,0,0.228068217528779,0.228068217528779,0,-110.4106,-110.4106,-22.78251,0,-0.07063381,25406.84,7522.427
93.75858,S,93.75858,0.1070874,0,1.33,0,0,40.38145,0.3022937,0,0,0,0,0.227946775662268,0.227946775662268,0,-110.3878,-110.3878,-22.78251,0,-0.07063381,25395.8,7520.148
93.85857,S,93.85857,0.1070604,0,1.33,0,0,40.38145,0.3022928,0,0,0,0,0.227831772146438,0.227831772146438,0,-110.365,-110.365,-22.78251,0,-0.07063381,25384.77,7517.87
93.95857,S,93.95857,0.1070335,0,1.33,0,0,40.38145,0.3022918,0,0,0,0,0.2276939410783,0.2276939410783,0,-110.3422,-110.3422,-22.78251,0,-0.07063381,25373.73,7515.592
94.05857,S,94.05857,0.1070066,0,1.33,0,0,40.38145,0.3022909,0,0,0,0,0.227565937366634,0.227565937366634,0,-110.3194,-110.3194,-22.78251,0,-0.07063381,25362.7,7513.313
94.15857,S,94.15857,0.1069798,0,1.33,0,0,40.38145,0.3022904,0,0,0,0,0.227422532005022,0.227422532005022,0,-110.2967,-110.2967,-22.78251,0,-0.07063381,25351.67,7511.035
94.25857,S,94.25857,0.1069529,0,1.33,0,0,40.38145,0.3022899,0,0,0,0,0.227329542381177,0.227329542381177,0,-110.274,-110.274,-22.78251,0,-0.07063381,25340.64,7508.757
94.35857,S,94.35857,0.1069261,0,1.33,0,0,40.38145,0.3022893,0,0,0,0,0.227235587509995,0.227235587509995,0,-110.2513,-110.2513,-22.78251,0,-0.07063381,25329.62,7506.479
94.45856,S,94.45856,0.1068993,0,1.33,0,0,40.38145,0.3022886,0,0,0,0,0.227126273895962,0.227126273895962,0,-110.2286,-110.2286,-22.78251,0,-0.07063381,25318.59,7504.2
94.55856,S,94.55856,0.1068725,0,1.33,0,0,40.38145,0.3022879,0,0,0,0,0.227027001561872,0.227027001561872,0,-110.2059,-110.2059,-22.78251,0,-0.07063381,25307.57,7501.922
94.65856,S,94.65856,0.1068457,0,1.33,0,0,40.38145,0.3022871,0,0,0,0,0.226908562521345,0.226908562521345,0,-110.1832,-110.1832,-22.78251,0,-0.07063381,25296.55,7499.644
94.75856,S,94.75856,0.1068189,0,1.33,0,0,40.38145,0.3022862,0,0,0,0,0.226785561375621,0.226785561375621,0,-110.1605,-110.1605,-22.78251,0,-0.07063381,25285.54,7497.365
94.85856,S,94.85856,0.1067921,0,1.33,0,0,40.38145,0.3022853,0,0,0,0,0.226647223838832,0.226647223838832,0,-110.1378,-110.1378,-22.78251,0,-0.07063381,25274.53,7495.087
94.95856,S,94.95856,0.1067654,0,1.33,0,0,40.38145,0.3022847,0,0,0,0,0.226504330930538,0.226504330930538,0,-110.1152,-110.1152,-22.78251,0,-0.07063381,25263.51,7492.809
95.05856,S,95.05856,0.1067387,0,1.33,0,0,40.38145,0.3022843,0,0,0,0,0.226429934640279,0.226429934640279,0,-110.0926,-110.0926,-22.78251,0,-0.07063381,25252.5,7490.53
95.15855,S,95.15855,0.106712,0,1.33,0,0,40.38145,0.3022837,0,0,0,0,0.226336646305256,0.226336646305256,0,-110.07,-110.07,-22.78251,0,-0.07063381,25241.5,7488.252
95.25855,S,95.25855,0.1066853,0,1.33,0,0,40.38145,0.302283,0,0,0,0,0.226231882388937,0.226231882388937,0,-110.0474,-110.0474,-22.78251,0,-0.07063381,25230.49,7485.974
95.35855,S,95.35855,0.1066586,0,1.33,0,0,40.38145,0.3022824,0,0,0,0,0.226133111573873,0.226133111573873,0,-110.0248,-110.0248,-22.78251,0,-0.07063381,25219.49,7483.695
95.45855,S,95.45855,0.106632,0,1.33,0,0,40.38145,0.3022816,0,0,0,0,0.226019054214802,0.226019054214802,0,-110.0022,-110.0022,-22.78251,0,-0.07063381,25208.49,7481.417
95.55855,S,95.55855,0.1066053,0,1.33,0,0,40.38145,0.3022808,0,0,0,0,0.225900464754922,0.225900464754922,0,-109.9796,-109.9796,-22.78251,0,-0.07063381,25197.49,7479.139
95.65855,S,95.65855,0.1065786,0,1.33,0,0,40.38145,0.3022799,0,0,0,0,0.225773762834336,0.225773762834336,0,-109.957,-109.957,-22.78251,0,-0.07063381,25186.5,7476.86
95.75854,S,95.75854,0.1065519,0,1.33,0,0,40.38145,0.302279,0,0,0,0,0.225635373978463,0.225635373978463,0,-109.9344,-109.9344,-22.78251,0,-0.07063381,25175.5,7474.582
95.85854,S,95.85854,0.1065253,0,1.33,0,0,40.38145,0.302278,0,0,0,0,0.225507002361475,0.225507002361475,0,-109.9118,-109.9118,-22.78251,0,-0.07063381,25164.51,7472.304
95.95854,S,95.95854,0.1064987,0,1.33,0,0,40.38145,0.3022774,0,0,0,0,0.225359555038011,0.225359555038011,0,-109.8893,-109.8893,-22.78251,0,-0.07063381,25153.52,7470.025
96.05854,S,96.05854,0.1064721,0,1.33,0,0,40.38145,0.3022769,0,0,0,0,0.225266398863347,0.225266398863347,0,-109.8668,-109.8668,-22.78251,0,-0.07063381,25142.54,7467.747
96.15854,S,96.15854,0.1064456,0,1.33,0,0,40.38145,0.3022762,0,0,0,0,0.225158020953366,0.225158020953366,0,-109.8443,-109.8443,-22.78251,0,-0.07063381,25131.55,7465.469
96.25854,S,96.25854,0.106419,0,1.33,0,0,40.38145,0.3022755,0,0,0,0,0.225055856308821,0.225055856308821,0,-109.8218,-109.8218,-22.78251,0,-0.07063381,25120.57,7463.19
96.35854,S,96.35854,0.1063925,0,1.33,0,0,40.38145,0.3022748,0,0,0,0,0.224945860275035,0.224945860275035,0,-109.7993,-109.7993,-22.78251,0,-0.07063381,25109.59,7460.912
96.45853,S,96.45853,0.1063659,0,1.33,0,0,40.38145,0.3022739,0,0,0,0,0.2248204111593,0.2248204111593,0,-109.7768,-109.7768,-22.78251,0,-0.07063381,25098.61,7458.634
96.55853,S,96.55853,0.1063394,0,1.33,0,0,40.38145,0.302273,0,0,0,0,0.22469759575177,0.22469759575177,0,-109.7543,-109.7543,-22.78251,0,-0.07063381,25087.64,7456.355
96.65853,S,96.65853,0.1063128,0,1.33,0,0,40.38145,0.302272,0,0,0,0,0.224556016391219,0.224556016391219,0,-109.7318,-109.7318,-22.78251,0,-0.07063381,25076.66,7454.077
96.75853,S,96.75853,0.1062864,0,1.33,0,0,40.38145,0.3022716,0,0,0,0,0.224424194947368,0.224424194947368,0,-109.7094,-109.7094,-22.78251,0,-0.07063381,25065.69,7451.799
96.85853,S,96.85853,0.10626,0,1.33,0,0,40.38145,0.302271,0,0,0,0,0.224332534128273,0.224332534128273,0,-109.687,-109.687,-22.78251,0,-0.07063381,25054.72,7449.521
96.95853,S,96.95853,0.1062335,0,1.33,0,0,40.38145,0.3022704,0,0,0,0,0.224243775135456,0.224243775135456,0,-109.6646,-109.6646,-22.78251,0,-0.07063381,25043.76,7447.242
97.05853,S,97.05853,0.1062071,0,1.33,0,0,40.38145,0.3022697,0,0,0,0,0.224136047886667,0.224136047886667,0,-109.6422,-109.6422,-22.78251,0,-0.07063381,25032.79,7444.964
97.15852,S,97.15852,0.1061807,0,1.33,0,0,40.38145,0.3022691,0,0,0,0,0.224034523240547,0.224034523240547,0,-109.6198,-109.6198,-22.78251,0,-0.07063381,25021.83,7442.686
97.25852,S,97.25852,0.1061543,0,1.33,0,0,40.38145,0.3022683,0,0,0,0,0.223914295705171,0.223914295705171,0,-109.5974,-109.5974,-22.78251,0,-0.07063381,25010.87,7440.407
97.35852,S,97.35852,0.1061278,0,1.33,0,0,40.38145,0.3022674,0,0,0,0,0.223793153908311,0.223793153908311,0,-109.575,-109.575,-22.78251,0,-0.07063381,24999.91,7438.129
97.45852,S,97.45852,0.1061014,0,1.33,0,0,40.38145,0.3022666,0,0,0,0,0.22367490711688,0.22367490711688,0,-109.5526,-109.5526,-22.78251,0,-0.07063381,24988.96,7435.851
97.55852,S,97.55852,0.106075,0,1.33,0,0,40.38145,0.3022655,0,0,0,0,0.223530611228504,0.223530611228504,0,-109.5302,-109.5302,-22.78251,0,-0.07063381,24978.01,7433.572
97.65852,S,97.65852,0.1060487,0,1.33,0,0,40.38145,0.302265,0,0,0,0,0.223385402224764,0.223385402224764,0,-109.5079,-109.5079,-22.78251,0,-0.07063381,24967.05,7431.294
97.75851,S,97.75851,0.1060224,0,1.33,0,0,40.38145,0.3022646,0,0,0,0,0.223308942720273,0.223308942720273,0,-109.4856,-109.4856,-22.78251,0,-0.07063381,24956.11,7429.016
97.85851,S,97.85851,0.1059961,0,1.33,0,0,40.38145,0.3022639,0,0,0,0,0.223203196743782,0.223203196743782,0,-109.4633,-109.4633,-22.78251,0,-0.07063381,24945.16,7426.737
97.95851,S,97.95851,0.1059698,0,1.33,0,0,40.38145,0.3022633,0,0,0,0,0.223107465855371,0.223107465855371,0,-109.441,-109.441,-22.78251,0,-0.07063381,24934.21,7424.459
98.05851,S,98.05851,0.1059435,0,1.33,0,0,40.38145,0.3022626,0,0,0,0,0.223007017954636,0.223007017954636,0,-109.4187,-109.4187,-22.78251,0,-0.07063381,24923.27,7422.181
98.15851,S,98.15851,0.1059172,0,1.33,0,0,40.38145,0.3022618,0,0,0,0,0.222887947982763,0.222887947982763,0,-109.3964,-109.3964,-22.78251,0,-0.07063381,24912.33,7419.902
98.25851,S,98.25851,0.1058909,0,1.33,0,0,40.38145,0.302261,0,0,0,0,0.222764437904644,0.222764437904644,0,-109.3741,-109.3741,-22.78251,0,-0.07063381,24901.4,7417.624
98.35851,S,98.35851,0.1058646,0,1.33,0,0,40.38145,0.30226,0,0,0,0,0.222633221381635,0.222633221381635,0,-109.3518,-109.3518,-22.78251,0,-0.07063381,24890.46,7415.346
98.4585,S,98.4585,0.1058384,0,1.33,0,0,40.38145,0.3022596,0,0,0,0,0.222500830768681,0.222500830768681,0,-109.3296,-109.3296,-22.78251,0,-0.07063381,24879.53,7413.067
98.5585,S,98.5585,0.1058123,0,1.33,0,0,40.38145,0.3022591,0,0,0,0,0.222416039873188,0.222416039873188,0,-109.3074,-109.3074,-22.78251,0,-0.07063381,24868.6,7410.789
98.6585,S,98.6585,0.1057861,0,1.33,0,0,40.38145,0.3022585,0,0,0,0,0.222323298463074,0.222323298463074,0,-109.2852,-109.2852,-22.78251,0,-0.07063381,24857.67,7408.511
98.7585,S,98.7585,0.1057599,0,1.33,0,0,40.38145,0.302258,0,0,0,0,0.222233212463145,0.222233212463145,0,-109.263,-109.263,-22.78251,0,-0.07063381,24846.74,7406.232
98.8585,S,98.8585,0.1057337,0,1.33,0,0,40.38145,0.3022574,0,0,0,0,0.222138988498074,0.222138988498074,0,-109.2408,-109.2408,-22.78251,0,-0.07063381,24835.82,7403.954
98.9585,S,98.9585,0.1057076,0,1.33,0,0,40.38145,0.3022566,0,0,0,0,0.222022406331185,0.222022406331185,0,-109.2186,-109.2186,-22.78251,0,-0.07063381,24824.9,7401.676
99.05849,S,99.05849,0.1056814,0,1.33,0,0,40.38145,0.3022558,0,0,0,0,0.221904946432964,0.221904946432964,0,-109.1964,-109.1964,-22.78251,0,-0.07063381,24813.98,7399.397
99.15849,S,99.15849,0.1056552,0,1.33,0,0,40.38145,0.3022549,0,0,0,0,0.221783074938244,0.221783074938244,0,-109.1742,-109.1742,-22.78251,0,-0.07063381,24803.06,7397.119
99.25849,S,99.25849,0.1056291,0,1.33,0,0,40.38145,0.3022541,0,0,0,0,0.221660605475613,0.221660605475613,0,-109.152,-109.152,-22.78251,0,-0.07063381,24792.14,7394.841
99.35849,S,99.35849,0.1056029,0,1.33,0,0,40.38145,0.3022531,0,0,0,0,0.221529907583637,0.221529907583637,0,-109.1298,-109.1298,-22.78251,0,-0.07063381,24781.23,7392.562
99.45849,S,99.45849,0.1055769,0,1.33,0,0,40.38145,0.3022526,0,0,0,0,0.221384222334841,0.221384222334841,0,-109.1077,-109.1077,-22.78251,0,-0.07063381,24770.32,7390.284
99.55849,S,99.55849,0.1055508,0,1.33,0,0,40.38145,0.3022521,0,0,0,0,0.221293365838328,0.221293365838328,0,-109.0856,-109.0856,-22.78251,0,-0.07063381,24759.41,7388.006
99.65849,S,99.65849,0.1055248,0,1.33,0,0,40.38145,0.3022515,0,0,0,0,0.221205460772623,0.221205460772623,0,-109.0635,-109.0635,-22.78251,0,-0.07063381,24748.51,7385.728
99.75848,S,99.75848,0.1054987,0,1.33,0,0,40.38145,0.3022507,0,0,0,0,0.221095272862414,0.221095272862414,0,-109.0414,-109.0414,-22.78251,0,-0.07063381,24737.6,7383.449
99.85848,S,99.85848,0.1054727,0,1.33,0,0,40.38145,0.3022501,0,0,0,0,0.220994780686439,0.220994780686439,0,-109.0193,-109.0193,-22.78251,0,-0.07063381,24726.7,7381.171
99.95848,S,99.95848,0.1054466,0,1.33,0,0,40.38145,0.3022493,0,0,0,0,0.220875829634231,0.220875829634231,0,-108.9972,-108.9972,-22.78251,0,-0.07063381,24715.8,7378.893
100.0585,S,100.0585,0.1054206,0,1.33,0,0,40.38145,0.3022484,0,0,0,0,0.220752498258967,0.220752498258967,0,-108.9751,-108.9751,-22.78251,0,-0.07063381,24704.9,7376.614
100.1585,S,100.1585,0.1053946,0,1.33,0,0,40.38145,0.3022476,0,0,0,0,0.220632114391961,0.220632114391961,0,-108.953,-108.953,-22.78251,0,-0.07063381,24694.01,7374.336
100.2585,S,100.2585,0.1053686,0,1.33,0,0,40.38145,0.3022471,0,0,0,0,0.220489479412954,0.220489479412954,0,-108.931,-108.931,-22.78251,0,-0.07063381,24683.11,7372.058
100.3585,S,100.3585,0.1053427,0,1.33,0,0,40.38145,0.3022467,0,0,0,0,0.220415845847796,0.220415845847796,0,-108.909,-108.909,-22.78251,0,-0.07063381,24672.22,7369.779
100.4585,S,100.4585,0.1053168,0,1.33,0,0,40.38145,0.3022462,0,0,0,0,0.220327318783312,0.220327318783312,0,-108.887,-108.887,-22.78251,0,-0.07063381,24661.33,7367.501
100.5585,S,100.5585,0.1052909,0,1.33,0,0,40.38145,0.3022456,0,0,0,0,0.220238250174717,0.220238250174717,0,-108.865,-108.865,-22.78251,0,-0.07063381,24650.45,7365.223
100.6585,S,100.6585,0.105265,0,1.33,0,0,40.38145,0.3022449,0,0,0,0,0.2201269811383,0.2201269811383,0,-108.843,-108.843,-22.78251,0,-0.07063381,24639.56,7362.944
100.7585,S,100.7585,0.105239,0,1.33,0,0,40.38145,0.3022442,0,0,0,0,0.220028893496007,0.220028893496007,0,-108.821,-108.821,-22.78251,0,-0.07063381,24628.68,7360.666
100.8585,S,100.8585,0.1052131,0,1.33,0,0,40.38145,0.3022434,0,0,0,0,0.219912736916214,0.219912736916214,0,-108.799,-108.799,-22.78251,0,-0.07063381,24617.8,7358.388
100.9585,S,100.9585,0.1051872,0,1.33,0,0,40.38145,0.3022426,0,0,0,0,0.219791919312087,0.219791919312087,0,-108.777,-108.777,-22.78251,0,-0.07063381,24606.92,7356.109
101.0585,S,101.0585,0.1051613,0,1.33,0,0,40.38145,0.3022417,0,0,0,0,0.219666748627219,0.219666748627219,0,-108.755,-108.755,-22.78251,0,-0.07063381,24596.05,7353.831
101.1585,S,101.1585,0.1051354,0,1.33,0,0,40.38145,0.3022407,0,0,0,0,0.219526723734333,0.219526723734333,0,-108.733,-108.733,-22.78251,0,-0.07063381,24585.17,7351.553
101.2585,S,101.2585,0.1051096,0,1.33,0,0,40.38145,0.3022403,0,0,0,0,0.219396662640676,0.219396662640676,0,-108.7111,-108.7111,-22.78251,0,-0.07063381,24574.3,7349.274
101.3585,S,101.3585,0.1050838,0,1.33,0,0,40.38145,0.3022398,0,0,0,0,0.219310885770774,0.219310885770774,0,-108.6892,-108.6892,-22.78251,0,-0.07063381,24563.43,7346.996
101.4585,S,101.4585,0.105058,0,1.33,0,0,40.38145,0.3022392,0,0,0,0,0.219217285142584,0.219217285142584,0,-108.6673,-108.6673,-22.78251,0,-0.07063381,24552.57,7344.718
101.5585,S,101.5585,0.1050323,0,1.33,0,0,40.38145,0.3022385,0,0,0,0,0.219108875156166,0.219108875156166,0,-108.6454,-108.6454,-22.78251,0,-0.07063381,24541.7,7342.439
101.6585,S,101.6585,0.1050065,0,1.33,0,0,40.38145,0.3022378,0,0,0,0,0.219010439935388,0.219010439935388,0,-108.6235,-108.6235,-22.78251,0,-0.07063381,24530.84,7340.161
101.7585,S,101.7585,0.1049807,0,1.33,0,0,40.38145,0.3022371,0,0,0,0,0.218896878534494,0.218896878534494,0,-108.6016,-108.6016,-22.78251,0,-0.07063381,24519.98,7337.883
101.8585,S,101.8585,0.1049549,0,1.33,0,0,40.38145,0.3022362,0,0,0,0,0.21877550318662,0.21877550318662,0,-108.5797,-108.5797,-22.78251,0,-0.07063381,24509.12,7335.604
101.9585,S,101.9585,0.1049291,0,1.33,0,0,40.38145,0.3022354,0,0,0,0,0.218653294542811,0.218653294542811,0,-108.5578,-108.5578,-22.78251,0,-0.07063381,24498.27,7333.326
102.0584,S,102.0584,0.1049033,0,1.33,0,0,40.38145,0.3022343,0,0,0,0,0.218516625316994,0.218516625316994,0,-108.5359,-108.5359,-22.78251,0,-0.07063381,24487.41,7331.048
102.1584,S,102.1584,0.1048777,0,1.33,0,0,40.38145,0.3022339,0,0,0,0,0.218382283464599,0.218382283464599,0,-108.5141,-108.5141,-22.78251,0,-0.07063381,24476.56,7328.77
102.2584,S,102.2584,0.104852,0,1.33,0,0,40.38145,0.3022335,0,0,0,0,0.218296203512097,0.218296203512097,0,-108.4923,-108.4923,-22.78251,0,-0.07063381,24465.71,7326.491
102.3584,S,102.3584,0.1048263,0,1.33,0,0,40.38145,0.3022328,0,0,0,0,0.218206158133036,0.218206158133036,0,-108.4705,-108.4705,-22.78251,0,-0.07063381,24454.86,7324.213
102.4584,S,102.4584,0.1048007,0,1.33,0,0,40.38145,0.3022323,0,0,0,0,0.218111484529182,0.218111484529182,0,-108.4487,-108.4487,-22.78251,0,-0.07063381,24444.02,7321.935
102.5584,S,102.5584,0.104775,0,1.33,0,0,40.38145,0.3022316,0,0,0,0,0.218002070797951,0.218002070797951,0,-108.4269,-108.4269,-22.78251,0,-0.07063381,24433.18,7319.656
102.6584,S,102.6584,0.1047494,0,1.33,0,0,40.38145,0.3022307,0,0,0,0,0.217884886334886,0.217884886334886,0,-108.4051,-108.4051,-22.78251,0,-0.07063381,24422.34,7317.378
